id,year_birth,consumer_seg,region,cltv,activation_dt,recency,device_type,data_rev_6mths,voice_rev_6mths,tot_rev_6mths,total_purchases,total_engagements,digital_channel_purchases,ussd_channel_purchases,other_channels_purchases,PrevResponseCnt,complaint_cnt,response
9665,1957,HV seg,East,54237,2013-04-27,48,Smartphone,270,34,361,12,6,5,5,2,0,0,0
9949,1976,Youth Seg,North,59809,2012-10-18,36,Smartphone,614,214,877,12,8,3,6,3,0,0,0
10552,1979,Youth Seg,North,54210,2013-05-20,18,Smartphone,124,198,367,12,5,4,7,1,0,0,0
2532,1987,Mass Mkt Seg,West,73454,2014-03-01,95,Smartphone,1055,421,1651,12,5,2,6,4,1,0,0
5185,1955,Youth Seg,North,74268,2013-02-14,83,Smartphone,265,586,892,12,2,4,5,3,0,0,0
1992,1964,Youth Seg,North,60597,2014-01-01,2,Smartphone,522,305,893,12,7,2,8,2,1,0,1
6141,1972,Mass Mkt Seg,West,49494,2013-04-25,46,Non Smartphone,200,103,385,12,7,6,5,1,0,0,0
10377,1958,Mass Mkt Seg,Lagos,46692,2013-06-06,37,Smartphone,176,133,397,12,6,6,5,1,0,0,0
5036,1984,HV seg,West,42710,2012-11-28,38,Non Smartphone,255,49,406,12,6,4,3,5,0,0,0
2727,1973,Youth Seg,Lagos,57100,2013-12-04,19,Smartphone,202,111,409,12,3,3,6,3,0,0,0
10490,1969,HV seg,North,51039,2012-12-10,11,Non Smartphone,164,144,417,12,7,6,4,2,0,0,0
4093,1975,Mass Mkt Seg,Lagos,53253,2013-02-11,61,Non Smartphone,225,86,436,12,5,4,5,3,0,0,0
143,1970,Youth Seg,West,61209,2013-08-25,73,Smartphone,466,392,957,12,2,5,4,3,0,0,0
3117,1955,Youth Seg,West,,2013-10-18,95,Smartphone,264,39,450,12,7,6,5,1,0,0,0
3535,1965,Youth Seg,West,66294,2014-03-17,68,Smartphone,359,491,967,12,2,4,5,3,0,0,0
1173,1947,Mass Mkt Seg,Lagos,77632,2013-03-10,73,Smartphone,1305,800,2252,12,2,4,6,2,2,0,1
291,1970,Youth Seg,North,72940,2013-06-19,13,Smartphone,256,609,981,12,1,3,6,3,0,0,0
10971,1977,Youth Seg,West,37774,2012-09-03,28,Non Smartphone,181,116,473,12,9,7,3,2,1,1,1
10340,1984,Youth Seg,Lagos,35196,2012-11-13,68,Non Smartphone,87,223,497,12,8,6,5,1,0,0,0
8870,1984,Youth Seg,Lagos,35196,2012-11-13,68,Non Smartphone,87,223,497,12,8,6,5,1,0,0,1
2181,1970,Youth Seg,North,70617,2013-06-23,45,Smartphone,414,839,1280,13,2,3,7,3,0,0,0
2350,1972,Youth Seg,North,59666,2013-03-22,87,Non Smartphone,676,218,1027,13,8,3,8,2,1,0,0
9204,1970,Youth Seg,East,66731,2012-09-12,33,Smartphone,530,358,1029,13,3,4,6,3,0,0,0
7321,1962,Youth Seg,Lagos,76081,2014-05-23,85,Smartphone,322,511,1033,13,2,4,4,5,1,0,0
4998,1962,Youth Seg,Lagos,76081,2014-05-23,85,Smartphone,322,511,1033,13,2,4,4,5,1,0,0
9595,1961,Youth Seg,Lagos,64260,2013-01-11,1,Smartphone,708,836,1574,13,3,4,4,5,0,0,1
5341,1962,Youth Seg,East,81975,2013-01-05,2,Smartphone,1059,502,1588,13,7,6,4,3,1,0,0
4377,1971,Youth Seg,North,52914,2013-01-07,32,Smartphone,264,84,575,13,7,7,3,3,1,0,0
10955,1964,Youth Seg,East,85620,2014-01-07,68,Smartphone,462,1092,1600,13,1,3,4,6,0,0,1
6543,1945,Mass Mkt Seg,Lagos,62847,2013-01-15,45,Smartphone,689,862,1612,13,2,3,4,6,0,0,0
10991,1960,Mass Mkt Seg,North,89058,2012-12-07,18,Smartphone,648,159,850,13,2,5,4,4,0,0,0
5389,1964,Youth Seg,North,48920,2013-10-20,93,Smartphone,255,86,347,13,7,6,5,2,1,0,0
247,1971,Youth Seg,North,36715,2012-11-17,16,Non Smartphone,182,159,357,13,9,7,4,2,0,0,1
10556,1959,Youth Seg,North,54984,2014-05-24,51,Smartphone,186,166,358,13,7,6,6,1,1,0,0
907,1975,Youth Seg,North,46149,2013-11-29,36,Smartphone,260,75,362,13,5,5,7,1,0,0,0
5644,1957,Youth Seg,Lagos,42213,2013-10-12,96,Smartphone,312,31,363,13,7,5,7,1,1,0,0
3277,1955,Youth Seg,East,49431,2012-08-03,9,Smartphone,222,126,365,13,8,7,5,1,0,0,0
8486,1971,Mass Mkt Seg,Lagos,30538,2012-10-01,27,Non Smartphone,284,63,367,13,10,9,4,0,0,0,0
7422,1987,Youth Seg,West,46923,2012-08-22,90,Non Smartphone,129,234,369,13,7,5,7,1,0,0,0
8805,1960,Youth Seg,West,48904,2012-12-02,1,Smartphone,293,51,371,13,8,7,4,2,0,0,0
4452,1957,Youth Seg,West,50388,2014-05-28,3,Smartphone,298,40,372,13,7,6,6,1,2,0,1
3083,1974,Youth Seg,North,45837,2013-07-26,88,Non Smartphone,228,121,373,13,7,6,5,2,0,0,0
347,1976,Youth Seg,East,40780,2012-09-08,30,Smartphone,256,87,377,13,9,7,5,1,0,0,0
10448,1956,Youth Seg,West,46998,2012-10-22,55,Smartphone,213,137,377,13,7,5,5,3,1,0,0
5763,1972,Mass Mkt Seg,Lagos,49854,2013-11-10,63,Non Smartphone,140,210,380,13,6,6,5,2,0,0,0
2961,1982,Youth Seg,North,42081,2013-02-26,86,Non Smartphone,185,170,382,13,6,6,4,3,1,0,0
5995,1962,Youth Seg,East,39552,2012-12-18,54,Non Smartphone,168,175,384,13,8,6,5,2,0,0,1
5441,1965,HV seg,East,54111,2013-08-25,97,Smartphone,273,65,388,13,5,5,6,2,0,0,0
6142,1943,Mass Mkt Seg,North,65073,2013-08-20,65,Smartphone,646,246,900,13,2,5,5,3,0,1,0
4697,1949,Mass Mkt Seg,East,35416,2013-06-13,62,Smartphone,251,88,390,13,8,7,5,1,0,0,0
8439,1964,Youth Seg,Lagos,63404,2014-06-06,97,Smartphone,760,125,902,13,4,6,4,3,1,0,0
9119,1950,Youth Seg,Lagos,60905,2013-12-05,27,Smartphone,225,129,392,13,2,3,7,3,0,0,0
944,1962,Youth Seg,North,56181,2013-01-08,6,Smartphone,224,121,393,13,4,4,7,2,0,0,0
10855,1968,Mass Mkt Seg,West,50014,2014-01-22,9,Non Smartphone,248,106,396,13,5,4,8,1,0,0,0
182,1946,HV seg,Lagos,44124,2013-05-11,62,Smartphone,284,61,397,13,8,6,5,2,0,0,0
7002,1955,Youth Seg,West,62535,2013-10-03,13,Smartphone,211,135,398,13,3,3,8,2,0,0,0
3972,1976,Youth Seg,Lagos,50200,2013-04-03,70,Non Smartphone,272,65,401,13,8,7,5,1,0,0,0
9478,1985,Youth Seg,West,66503,2012-08-14,30,Non Smartphone,155,196,401,13,3,4,6,3,0,0,0
8093,1969,Mass Mkt Seg,North,79734,2014-06-28,72,Smartphone,580,317,914,13,1,4,6,3,1,0,0
10882,1976,Youth Seg,North,53858,2012-11-09,50,Smartphone,460,429,915,13,4,4,6,3,0,0,0
8210,1975,Mass Mkt Seg,North,54730,2013-08-15,64,Smartphone,321,28,405,13,4,4,8,1,0,0,0
7352,1957,Youth Seg,North,55267,2013-10-21,28,Smartphone,189,171,405,13,3,3,6,4,0,0,0
3281,1960,HV seg,North,49154,2013-11-03,69,Non Smartphone,216,124,411,13,6,4,8,1,0,0,0
2878,1947,HV seg,North,67472,2013-09-28,93,Smartphone,193,152,414,13,3,4,7,2,0,0,0
9246,1985,Mass Mkt Seg,Lagos,40101,2012-10-14,73,Non Smartphone,174,179,415,13,7,6,6,1,0,0,0
1459,1966,HV seg,North,69063,2012-11-07,16,Smartphone,701,201,928,13,3,5,5,3,0,0,0
3643,1974,Mass Mkt Seg,North,63206,2014-03-20,65,Smartphone,758,144,928,13,2,4,6,3,1,0,0
2591,1959,Youth Seg,East,76320,2014-06-22,49,Smartphone,561,336,932,13,2,6,4,3,0,0,0
10972,1949,Youth Seg,East,72298,2014-03-10,52,Smartphone,660,244,939,13,1,4,6,3,2,0,0
7798,1972,Youth Seg,Lagos,46344,2012-12-14,28,Smartphone,253,85,429,13,7,7,5,1,0,0,0
6497,1960,Youth Seg,North,51651,2012-11-07,32,Smartphone,299,42,433,13,8,6,5,2,0,0,0
1927,1973,Youth Seg,Lagos,69401,2014-03-23,41,Smartphone,426,225,690,13,2,4,5,4,0,0,0
737,1949,HV seg,North,80360,2013-03-03,56,Smartphone,1579,609,2231,13,2,4,5,4,3,0,0
5510,1977,Mass Mkt Seg,North,43263,2012-11-21,2,Smartphone,268,71,441,13,5,5,6,2,0,0,0
405,1964,Youth Seg,East,41638,2013-02-13,68,Smartphone,315,35,441,13,8,5,3,5,1,0,0
2415,1962,Youth Seg,Lagos,62568,2014-04-07,99,Smartphone,379,513,953,13,4,5,5,3,1,0,0
1409,1951,Youth Seg,Lagos,40689,2013-03-18,69,Smartphone,273,72,444,13,8,7,5,1,0,0,0
5314,1951,Youth Seg,Lagos,40689,2013-03-18,69,Smartphone,273,72,444,13,8,7,5,1,0,0,0
3412,1951,Mass Mkt Seg,North,67381,2013-01-15,67,Smartphone,823,64,957,13,7,2,9,2,1,0,0
4554,1965,Youth Seg,Lagos,47009,2013-10-01,89,Smartphone,216,142,448,13,4,3,8,2,0,0,0
3254,1971,Youth Seg,North,70886,2013-10-14,65,Non Smartphone,477,430,960,13,2,5,4,4,0,0,0
1362,1972,Youth Seg,West,31907,2013-03-04,75,Smartphone,120,255,449,13,7,6,6,1,0,0,0
9624,1958,HV seg,Lagos,65488,2014-06-13,46,Smartphone,648,261,963,13,1,3,6,4,0,0,0
9308,1954,Youth Seg,North,62820,2013-05-11,51,Smartphone,459,464,976,13,1,3,6,4,0,0,0
544,1954,Youth Seg,North,62820,2013-05-11,51,Smartphone,459,464,976,13,1,3,6,4,0,0,0
10832,1958,Youth Seg,Lagos,46610,2013-07-18,4,Smartphone,298,44,467,13,6,6,6,1,0,0,0
5871,1979,Mass Mkt Seg,Lagos,24401,2012-08-31,98,Smartphone,101,251,467,13,8,6,6,1,0,0,0
4095,1971,Youth Seg,North,37150,2012-09-11,80,Non Smartphone,204,147,467,13,7,4,6,3,0,0,0
1665,1964,HV seg,East,64140,2013-09-23,71,Smartphone,1459,76,1750,13,5,2,6,5,3,0,1
5748,1965,Youth Seg,North,59754,2012-12-01,96,Smartphone,142,194,475,13,5,5,6,2,0,0,1
5545,1972,HV seg,North,78075,2014-04-05,72,Smartphone,580,328,988,13,1,3,5,5,0,0,0
123,1951,Youth Seg,East,67046,2013-01-06,92,Smartphone,579,307,993,13,2,4,4,5,0,0,0
2942,1964,Youth Seg,West,45906,2013-05-07,20,Smartphone,308,34,486,13,5,5,4,4,1,0,0
8687,1978,Youth Seg,Lagos,53172,2013-05-06,54,Smartphone,183,178,486,13,3,2,8,3,0,0,0
2632,1954,Youth Seg,North,50501,2013-06-18,10,Non Smartphone,297,51,500,13,6,5,4,4,1,0,1
3170,1957,Mass Mkt Seg,Lagos,68148,2013-08-31,86,Smartphone,455,502,1042,14,2,4,6,4,0,0,0
7279,1969,HV seg,Lagos,69476,2013-09-30,3,Smartphone,346,631,1044,14,2,4,4,6,0,0,0
1491,1965,Youth Seg,Lagos,71488,2013-02-18,87,Smartphone,195,192,559,14,1,3,7,4,0,0,0
1150,1899,HV seg,Lagos,83532,2013-09-26,36,Smartphone,899,730,1853,14,1,4,4,6,1,0,0
10144,1976,Youth Seg,Lagos,51369,2012-10-25,84,Smartphone,304,90,576,14,8,8,4,2,0,0,0
7375,1976,Youth Seg,Lagos,51369,2012-10-25,84,Smartphone,304,90,576,14,8,8,4,2,0,0,0
3520,1990,Mass Mkt Seg,West,91172,2013-03-27,94,Smartphone,190,846,1092,14,3,4,7,3,4,0,1
9847,1955,Youth Seg,North,62972,2012-08-03,39,Smartphone,328,67,587,14,6,7,3,4,0,0,0
9094,1955,Youth Seg,North,62972,2012-08-03,39,Smartphone,328,67,587,14,6,7,3,4,0,0,1
9499,1954,Youth Seg,North,93404,2013-05-07,97,Non Smartphone,1294,307,1616,14,5,3,7,4,2,0,0
8029,1988,Mass Mkt Seg,West,90247,2014-04-29,27,Smartphone,1216,389,1621,14,1,3,7,4,3,0,1
6637,1988,Youth Seg,West,66951,2013-11-02,46,Smartphone,439,554,1117,14,1,3,7,4,0,0,0
2939,1970,Mass Mkt Seg,Lagos,79419,2014-06-22,96,Smartphone,878,722,1631,14,2,4,4,6,0,0,0
8957,1952,Youth Seg,West,64831,2013-06-10,51,Non Smartphone,566,410,1120,14,6,6,5,3,0,0,0
830,1987,HV seg,West,74004,2014-02-24,5,Smartphone,832,778,1658,14,3,4,4,6,2,0,1
3075,1972,HV seg,North,59973,2013-09-11,47,Smartphone,160,222,382,14,1,3,7,4,0,0,0
6184,1969,HV seg,North,68462,2012-12-12,6,Smartphone,625,997,1670,14,1,3,8,3,0,0,0
115,1966,Mass Mkt Seg,West,43456,2013-03-26,0,Smartphone,286,100,393,14,5,5,8,1,0,0,0
8527,1965,Mass Mkt Seg,Lagos,65735,2013-12-07,37,Non Smartphone,246,138,395,14,7,6,6,2,0,0,0
10127,1965,Youth Seg,North,58692,2014-04-06,21,Smartphone,312,72,395,14,7,8,4,2,0,0,0
1542,1975,Youth Seg,West,56243,2013-12-30,26,Non Smartphone,347,42,396,14,5,4,8,2,0,0,0
5177,1974,Mass Mkt Seg,North,58494,2013-12-12,56,Smartphone,305,72,396,14,6,6,6,2,0,0,0
5896,1987,Mass Mkt Seg,North,73395,2014-03-18,94,Smartphone,279,107,397,14,2,4,6,4,0,0,0
4865,1974,Mass Mkt Seg,East,53367,2013-08-31,2,Non Smartphone,236,153,400,14,7,5,8,1,0,0,1
7037,1974,HV seg,North,37087,2013-08-11,50,Non Smartphone,249,149,401,14,6,4,8,2,0,0,0
4480,1973,Mass Mkt Seg,North,60432,2014-03-09,61,Smartphone,368,22,401,14,6,7,5,2,0,0,0
2036,1973,HV seg,Lagos,57906,2013-06-11,29,Smartphone,254,132,401,14,4,4,8,2,0,0,0
4369,1957,Mass Mkt Seg,East,65487,2014-01-10,48,Smartphone,307,699,1169,14,2,3,6,5,0,0,0
10652,1957,Mass Mkt Seg,Lagos,65487,2014-01-10,48,Smartphone,307,699,1169,14,2,3,6,5,0,0,0
2782,1961,HV seg,North,54456,2013-07-11,23,Smartphone,352,37,404,14,6,6,7,1,0,0,0
8268,1961,HV seg,North,,2013-07-11,23,Smartphone,352,37,404,14,6,6,7,1,0,0,0
4065,1976,HV seg,North,49544,2013-02-12,0,Non Smartphone,308,73,404,14,7,5,8,1,0,0,0
6872,1974,HV seg,North,65352,2013-08-21,43,Smartphone,287,95,405,14,4,4,8,2,0,0,0
5558,1954,HV seg,West,90933,2014-03-31,90,Smartphone,1051,555,1685,14,1,4,4,6,1,0,0
10634,1951,Mass Mkt Seg,North,59412,2014-04-19,56,Smartphone,157,238,406,14,3,4,8,2,0,0,0
1497,1952,Youth Seg,West,47958,2013-01-19,8,Smartphone,279,106,407,14,5,6,5,3,0,0,0
4698,1983,HV seg,North,50150,2013-06-20,32,Smartphone,181,218,410,14,5,5,7,2,0,0,0
3037,1983,HV seg,North,50150,2013-06-20,32,Smartphone,181,218,410,14,5,5,7,2,0,0,0
9121,1972,Youth Seg,North,80134,2013-05-20,40,Non Smartphone,1234,376,1690,14,6,5,6,3,3,0,1
2176,1972,Youth Seg,North,80134,2013-05-20,40,Non Smartphone,1234,376,1690,14,6,5,6,3,3,0,1
11171,1965,Mass Mkt Seg,North,56962,2013-10-11,60,Non Smartphone,295,90,411,14,7,6,5,3,0,0,0
1600,1965,Mass Mkt Seg,North,56962,2013-10-11,60,Non Smartphone,295,90,411,14,7,6,5,3,0,0,0
7755,1954,HV seg,North,57744,2013-11-12,91,Smartphone,353,39,411,14,8,9,4,1,0,0,0
5370,1973,HV seg,North,32644,2013-01-16,38,Non Smartphone,242,148,413,14,8,7,6,1,1,0,0
977,1957,Youth Seg,Lagos,47320,2013-08-01,10,Smartphone,219,176,414,14,6,5,8,1,0,0,0
2698,1976,Youth Seg,West,47025,2013-11-07,52,Smartphone,261,128,415,14,6,6,5,3,0,0,0
1406,1975,Youth Seg,West,53201,2013-02-12,49,Non Smartphone,287,101,415,14,7,6,5,3,0,0,0
6653,1970,HV seg,North,55158,2012-07-30,72,Non Smartphone,293,102,418,14,7,7,5,2,0,0,1
5324,1981,HV seg,North,58293,2014-01-19,94,Non Smartphone,216,191,422,14,5,5,6,3,0,0,0
1826,1970,Youth Seg,East,84835,2014-06-16,0,Smartphone,293,679,1190,14,1,4,6,4,0,0,1
1630,1979,Youth Seg,West,61825,2013-08-07,56,Smartphone,212,185,424,14,4,4,8,2,0,0,0
492,1973,HV seg,East,48432,2012-10-18,3,Smartphone,325,57,424,14,8,7,6,1,0,0,0
9964,1979,Youth Seg,West,61825,2013-08-07,56,Smartphone,212,185,424,14,4,4,8,2,0,0,0
11133,1973,HV seg,East,48432,2012-10-18,3,Smartphone,325,57,424,14,8,7,6,1,0,0,1
1041,1973,HV seg,West,48432,2012-10-18,3,Smartphone,325,57,424,14,8,7,6,1,0,0,1
10906,1948,HV seg,Lagos,46681,2013-10-08,52,Smartphone,284,103,425,14,5,4,4,6,0,0,0
4107,1948,HV seg,Lagos,46681,2013-10-08,52,Smartphone,284,103,425,14,5,4,4,6,0,0,0
1142,1953,HV seg,North,55707,2013-12-22,91,Smartphone,215,178,428,14,3,3,9,2,0,0,0
6131,1980,Youth Seg,North,70829,2013-12-01,87,Non Smartphone,211,197,431,14,3,4,8,2,0,0,0
4168,1966,Youth Seg,West,37070,2013-03-20,30,Non Smartphone,238,156,433,14,7,5,8,1,0,0,1
6798,1966,Youth Seg,West,37070,2013-03-20,30,Non Smartphone,238,156,433,14,7,5,8,1,0,0,1
9507,1975,Youth Seg,North,40794,2013-04-07,18,Smartphone,284,100,434,14,7,6,5,3,0,0,0
8685,1977,Youth Seg,North,42014,2012-08-17,56,Non Smartphone,259,127,436,14,8,7,6,1,0,0,1
3340,1977,Youth Seg,North,42014,2012-08-17,56,Non Smartphone,259,127,436,14,8,7,6,1,0,0,1
1916,1954,Mass Mkt Seg,North,45736,2013-07-24,92,Smartphone,191,203,437,14,7,7,6,1,0,0,0
10660,1957,Mass Mkt Seg,North,66726,2014-01-12,61,Non Smartphone,356,35,438,14,7,8,4,2,1,0,0
713,1977,Mass Mkt Seg,North,50353,2014-06-08,72,Smartphone,156,251,442,14,3,4,6,4,0,0,0
6749,1966,Youth Seg,West,86358,2012-08-08,78,Non Smartphone,1004,623,1722,14,8,5,6,3,0,0,0
1545,1986,Youth Seg,North,38508,2013-08-02,95,Non Smartphone,139,250,443,14,8,7,5,2,0,0,0
9797,1956,Youth Seg,North,58116,2014-04-13,38,Smartphone,247,145,443,14,2,3,8,3,0,0,0
6721,1951,Youth Seg,North,71965,2013-07-29,21,Smartphone,591,374,1213,14,3,6,5,3,0,0,0
9967,1974,Youth Seg,East,53034,2013-05-30,30,Non Smartphone,175,222,447,14,8,6,7,1,0,0,0
8786,1956,Mass Mkt Seg,North,62058,2013-05-26,52,Smartphone,308,84,450,14,6,6,7,1,0,0,0
5114,1965,Mass Mkt Seg,North,74806,2012-12-19,1,Smartphone,679,277,965,14,4,5,5,4,0,0,0
1577,1946,Youth Seg,North,78569,2014-02-19,14,Smartphone,637,1004,1736,14,1,4,4,6,1,0,1
7610,1983,Youth Seg,Lagos,37292,2013-04-18,32,Non Smartphone,275,119,460,14,8,6,5,3,0,0,0
1993,1949,HV seg,North,58607,2012-12-23,63,Smartphone,867,86,972,14,8,2,9,3,1,0,0
6616,1975,Youth Seg,Lagos,59481,2013-10-23,47,Smartphone,181,222,461,14,2,3,8,3,0,0,0
1672,1974,HV seg,Lagos,65640,2014-03-01,74,Smartphone,211,184,461,14,2,5,8,1,0,0,0
3503,1950,Youth Seg,East,82460,2013-12-02,78,Smartphone,302,657,974,14,1,5,6,3,0,0,0
8026,1952,Youth Seg,North,62998,2013-09-30,10,Smartphone,178,227,463,14,5,5,5,4,0,0,0
75,1982,Youth Seg,Lagos,41039,2013-07-25,32,Smartphone,45,377,467,14,8,8,5,1,0,0,0
4201,1962,Youth Seg,West,57967,2013-03-03,39,Smartphone,236,141,468,14,5,4,8,2,0,0,0
6281,1966,Youth Seg,East,55686,2013-02-14,27,Smartphone,673,283,982,14,4,6,5,3,1,0,0
5798,1973,Mass Mkt Seg,Lagos,,2013-11-23,87,Smartphone,482,485,985,14,1,2,8,4,0,0,0
2928,1975,HV seg,West,52614,2012-12-01,63,Smartphone,789,163,990,14,8,2,8,4,0,0,0
2920,1975,HV seg,West,52614,2012-12-01,63,Smartphone,789,163,990,14,8,2,8,4,0,0,0
1584,1977,Youth Seg,North,41443,2014-04-01,79,Non Smartphone,178,215,482,14,8,8,5,1,0,0,0
2882,1975,Youth Seg,East,67893,2012-10-01,31,Smartphone,739,209,995,14,8,3,9,2,0,0,0
9353,1959,Youth Seg,West,62450,2014-01-06,61,Smartphone,562,395,995,14,3,5,4,5,1,0,0
3009,1962,HV seg,East,71670,2013-07-09,8,Smartphone,1478,128,1766,14,6,5,6,3,3,0,1
1740,1944,Youth Seg,North,55956,2014-04-07,22,Smartphone,798,163,999,14,4,7,4,3,1,0,0
10505,1960,Mass Mkt Seg,Lagos,73113,2013-12-26,86,Smartphone,760,213,1001,14,2,3,7,4,0,0,0
6720,1968,Mass Mkt Seg,Lagos,43795,2013-10-16,11,Smartphone,325,60,492,14,7,7,4,3,1,0,1
9940,1958,Youth Seg,Lagos,64961,2012-12-23,97,Smartphone,496,475,1009,14,3,6,4,4,0,0,0
10245,1986,Youth Seg,West,80910,2012-10-31,71,Smartphone,240,475,756,14,1,3,8,3,0,0,0
7233,1972,Youth Seg,North,69209,2012-09-17,4,Smartphone,528,1126,1782,14,4,5,6,3,1,0,0
10581,1977,Youth Seg,North,41124,2012-10-31,41,Non Smartphone,288,99,506,14,8,7,4,3,0,0,0
1081,1957,HV seg,North,75283,2013-03-27,26,Non Smartphone,742,211,1019,14,4,6,5,3,0,0,0
1077,1974,Youth Seg,Lagos,56715,2012-12-05,52,Smartphone,363,648,1020,14,4,7,4,3,0,0,0
9185,1966,HV seg,West,69759,2013-10-28,38,Smartphone,472,557,1029,15,3,4,5,6,0,0,1
702,1975,Youth Seg,East,47682,2013-02-15,80,Smartphone,223,237,521,15,5,4,8,3,0,0,0
4426,1975,Youth Seg,West,55801,2013-09-22,35,Non Smartphone,371,61,527,15,7,7,6,2,1,0,0
6875,1965,HV seg,Lagos,32727,2012-08-28,38,Smartphone,180,279,529,15,8,7,5,3,0,0,0
8970,1972,HV seg,North,62010,2012-10-23,93,Smartphone,393,45,530,15,5,6,7,2,0,0,0
590,1970,Mass Mkt Seg,East,78579,2012-12-22,35,Smartphone,882,831,1812,15,3,5,4,6,0,0,1
2075,1969,Youth Seg,North,72460,2013-11-14,56,Smartphone,387,650,1047,15,1,3,7,5,0,0,0
5831,1967,Youth Seg,North,77870,2012-08-22,93,Smartphone,1067,615,1815,15,8,5,5,5,2,0,1
2863,1970,Youth Seg,West,,2013-08-23,67,Non Smartphone,758,274,1052,15,7,2,10,3,2,0,0
5172,1976,Mass Mkt Seg,Lagos,65104,2013-11-14,4,Smartphone,738,265,1053,15,7,3,7,5,0,0,0
11084,1976,Mass Mkt Seg,Lagos,65104,2013-11-14,4,Smartphone,738,265,1053,15,7,3,7,5,0,0,1
6376,1979,Youth Seg,West,57537,2013-06-10,83,Non Smartphone,247,198,545,15,4,4,8,3,0,0,0
10722,1973,Youth Seg,Lagos,55593,2013-08-21,63,Smartphone,301,139,546,15,6,6,3,6,1,0,0
6931,1967,Youth Seg,East,76982,2014-02-15,19,Smartphone,615,417,1062,15,4,8,4,3,1,0,1
2072,1969,HV seg,Lagos,53374,2012-08-16,34,Smartphone,906,124,1064,15,9,4,9,2,1,0,1
9120,1962,Youth Seg,West,66565,2012-12-05,80,Smartphone,757,266,1065,15,8,4,9,2,0,0,0
10091,1956,Youth Seg,West,60230,2013-05-20,78,Smartphone,540,487,1067,15,5,6,6,3,0,0,0
6097,1959,Youth Seg,West,50664,2013-01-16,64,Non Smartphone,321,114,561,15,9,8,6,1,0,0,0
4137,1948,Youth Seg,Lagos,70666,2013-12-06,29,Smartphone,438,608,1076,15,4,7,4,4,0,0,0
367,1978,Youth Seg,North,36550,2013-02-19,74,Non Smartphone,137,320,577,15,9,9,5,1,0,0,0
4399,1969,Youth Seg,Lagos,68695,2014-06-25,3,Smartphone,539,512,1091,15,2,4,7,4,0,0,0
9888,1969,Youth Seg,Lagos,68695,2014-06-25,3,Smartphone,539,512,1091,15,2,4,7,4,0,0,0
8041,1971,HV seg,East,47111,2012-09-08,35,Smartphone,666,385,1092,15,9,3,10,2,0,0,0
2410,1969,Youth Seg,West,81657,2014-01-22,69,Smartphone,404,643,1097,15,1,3,8,4,0,0,0
2125,1959,Youth Seg,East,63033,2013-11-15,82,Smartphone,255,817,1102,15,2,3,8,4,0,0,0
709,1952,Youth Seg,East,51537,2012-12-09,27,Smartphone,807,204,1103,15,8,2,11,2,0,0,0
1524,1983,Youth Seg,West,81698,2013-03-01,1,Smartphone,754,305,1104,15,5,8,5,2,1,0,1
10928,1958,Youth Seg,Lagos,66886,2013-09-16,28,Smartphone,319,134,599,15,5,7,7,1,0,0,0
6445,1967,Youth Seg,Lagos,66825,2013-07-14,73,Smartphone,344,474,858,15,2,4,6,5,0,0,0
961,1972,Youth Seg,North,74716,2013-09-12,92,Smartphone,160,629,860,15,4,7,5,3,0,0,0
9370,1945,HV seg,North,65846,2013-05-17,68,Smartphone,643,396,1120,15,4,6,6,3,0,0,0
2669,1993,Youth Seg,West,74293,2014-05-04,66,Smartphone,527,519,1127,15,2,5,6,4,0,0,0
10037,1993,Youth Seg,West,74293,2014-05-04,66,Smartphone,527,519,1127,15,2,5,6,4,0,0,0
2674,1958,Mass Mkt Seg,West,75154,2012-09-04,79,Smartphone,553,508,1143,15,3,6,6,3,0,0,1
269,1963,HV seg,West,46757,2012-11-16,71,Smartphone,807,214,1143,15,9,4,7,4,0,0,0
8707,1956,Youth Seg,North,79456,2012-08-22,12,Smartphone,607,695,1401,15,3,5,4,6,0,0,1
4122,1975,Youth Seg,North,79205,2012-08-29,73,Smartphone,527,324,895,15,4,6,4,5,1,0,1
7725,1965,Youth Seg,North,76800,2014-03-08,33,Smartphone,199,361,641,15,1,4,7,4,0,0,0
11071,1984,Youth Seg,West,79607,2013-04-21,37,Smartphone,583,1124,1923,15,1,3,6,6,0,0,1
375,1954,Youth Seg,East,76773,2013-02-25,79,Smartphone,572,568,1156,15,1,2,11,2,0,0,0
10530,1959,HV seg,East,67786,2013-12-07,0,Smartphone,513,541,1156,15,1,3,6,6,0,0,1
5955,1962,Youth Seg,Lagos,72025,2012-11-17,27,Smartphone,866,833,1932,15,3,4,8,3,0,0,0
7899,1952,HV seg,North,77610,2012-10-29,70,Smartphone,1278,386,1680,15,7,4,4,7,0,0,0
5909,1964,Youth Seg,North,58512,2013-09-19,25,Smartphone,905,114,1171,15,8,3,8,4,0,0,0
5302,1986,Youth Seg,Lagos,78394,2013-02-15,13,Smartphone,325,937,1428,15,2,4,5,6,0,0,1
3725,1961,HV seg,West,84865,2013-05-09,1,Smartphone,1264,408,1688,15,4,2,9,4,4,0,1
1361,1974,Mass Mkt Seg,North,82584,2013-06-04,26,Smartphone,1144,223,1435,15,1,3,8,4,2,0,1
10164,1958,Youth Seg,West,94472,2014-04-03,75,Smartphone,1050,625,1691,15,5,5,5,5,2,0,0
10936,1965,Youth Seg,North,72190,2013-02-13,79,Smartphone,763,935,1947,15,3,5,4,6,0,0,0
